rooms,area_m2,floor_current,floor_total,price,city,district,building_type
2,60,8,16,1100,Bakı,Nəriman Nərimanov m.,Teze tikili
2,100,10,12,1500,Bakı,Nizami m.,Teze tikili
3,150,6,17,1000,Bakı,Nizami m.,Teze tikili
3,140,11,18,1200,Bakı,Şah İsmayıl Xətai m.,Teze tikili
3,120,4,7,2500,Bakı,Ağ şəhər q.,Kohne tikili
3,126,14,19,1000,Bakı,8 Noyabr m.,Teze tikili
2,70,17,21,1000,Bakı,Şah İsmayıl Xətai m.,Teze tikili
2,80,5,5,1000,Bakı,İçəri Şəhər m.,Kohne tikili
3,100,12,17,1300,Bakı,Nəriman Nərimanov m.,Teze tikili
3,106,5,8,2300,Bakı,Xətai r.,Kohne tikili
2,75,14,16,1300,Bakı,28 May m.,Teze tikili
3,120,3,6,1800,Bakı,Xətai r.,Kohne tikili
3,105,5,22,1500,Bakı,8 Noyabr m.,Teze tikili
2,60,1,18,1200,Bakı,Nəriman Nərimanov m.,Teze tikili
2,100,9,17,1000,Bakı,Nəriman Nərimanov m.,Teze tikili
3,140,14,17,1200,Bakı,Nərimanov r.,Teze tikili
4,165,8,18,1600,Bakı,Nizami m.,Teze tikili
2,95,9,21,1800,Bakı,Səbail r.,Teze tikili
3,132,15,17,1000,Bakı,8 Noyabr m.,Teze tikili
2,70,18,20,1000,Bakı,Şah İsmayıl Xətai m.,Teze tikili
2,70,8,16,1100,Bakı,Nəriman Nərimanov m.,Teze tikili
3,160,4,16,2000,Bakı,28 May m.,Teze tikili
4,185,6,16,1900,Bakı,28 May m.,Teze tikili
2,60,8,16,1200,Bakı,Nəriman Nərimanov m.,Teze tikili
4,190,9,17,1060,Bakı,Nəsimi r.,Teze tikili
2,93,9,17,1099,Bakı,Nizami m.,Teze tikili
3,170,8,12,2000,Bakı,Nərimanov r.,Teze tikili
3,115,14,15,1200,Bakı,Nəsimi r.,Teze tikili
4,170,11,18,2000,Bakı,Nərimanov r.,Teze tikili
3,85,6,15,1199,Bakı,28 May m.,Teze tikili
3,105,5,8,1200,Bakı,Nəriman Nərimanov m.,Kohne tikili
3,95,4,21,1200,Bakı,Şah İsmayıl Xətai m.,Teze tikili
2,65,4,20,1400,Bakı,Bayıl q.,Teze tikili
3,90,5,18,1899,Bakı,Elmlər Akademiyası m.,Teze tikili
2,75,13,16,1400,Bakı,Nərimanov r.,Teze tikili
3,135,8,16,1000,Bakı,28 May m.,Teze tikili
2,93,3,19,1300,Bakı,28 May m.,Teze tikili
4,180,4,17,1700,Bakı,Nizami m.,Teze tikili
2,100,3,7,1500,Bakı,Ağ şəhər q.,Kohne tikili
2,37,3,3,2000,Bakı,İçəri Şəhər m.,Kohne tikili
3,135,10,16,1500,Bakı,Nizami m.,Teze tikili
3,100,13,16,1000,Bakı,28 May m.,Teze tikili
3,110,14,20,1600,Bakı,Nizami m.,Teze tikili
3,115,14,16,1399,Bakı,Nəsimi r.,Teze tikili
3,145,20,27,1450,Bakı,8 Noyabr m.,Teze tikili
3,130,11,16,1500,Bakı,Nizami m.,Teze tikili
3,130,5,16,1600,Bakı,Nəsimi r.,Teze tikili
3,135,5,16,1750,Bakı,İçəri Şəhər m.,Teze tikili
3,110,3,5,1500,Bakı,Sahil m.,Kohne tikili
3,135,14,16,1200,Bakı,Şah İsmayıl Xətai m.,Teze tikili
3,85,12,20,1699,Bakı,28 May m.,Teze tikili
2,60,14,17,1200,Bakı,Nərimanov r.,Teze tikili
3,130,27,27,1500,Bakı,8 Noyabr m.,Teze tikili
3,140,15,18,1500,Bakı,28 May m.,Teze tikili
2,93,14,20,1000,Bakı,Şah İsmayıl Xətai m.,Teze tikili
3,140,3,20,1900,Bakı,Nəriman Nərimanov m.,Teze tikili
2,70,3,5,1700,Bakı,Sahil m.,Kohne tikili
3,140,9,16,1900,Bakı,Nəriman Nərimanov m.,Teze tikili
2,65,14,18,1200,Bakı,Nəsimi r.,Teze tikili
3,120,11,15,1600,Bakı,28 May m.,Teze tikili
3,140,16,17,1300,Bakı,Elmlər Akademiyası m.,Teze tikili
3,100,7,16,2500,Bakı,28 May m.,Teze tikili
2,110,11,18,1500,Bakı,Nərimanov r.,Teze tikili
2,75,15,20,1200,Bakı,Nərimanov r.,Teze tikili
2,83,7,17,1200,Bakı,28 May m.,Teze tikili
3,100,11,16,2000,Bakı,Sahil m.,Teze tikili
2,60,12,18,1000,Bakı,Şah İsmayıl Xətai m.,Teze tikili
2,56,10,10,1000,Bakı,8 Noyabr m.,Kohne tikili
2,90,14,18,1650,Bakı,Şah İsmayıl Xətai m.,Teze tikili
3,128,4,8,2500,Bakı,Ağ şəhər q.,Kohne tikili
2,56,10,12,1000,Bakı,Nərimanov r.,Teze tikili
3,130,16,17,2200,Bakı,28 May m.,Teze tikili
2,64,13,20,1050,Bakı,Şah İsmayıl Xətai m.,Teze tikili
2,60,10,14,1000,Bakı,Şah İsmayıl Xətai m.,Teze tikili
3,105,14,18,1000,Bakı,Xətai r.,Teze tikili
3,135,15,18,1000,Bakı,Nizami m.,Teze tikili
2,100,7,19,1800,Bakı,Səbail r.,Teze tikili
3,105,5,17,1300,Bakı,28 May m.,Teze tikili
2,56,10,18,1000,Bakı,8 Noyabr m.,Teze tikili
2,85,4,16,1000,Bakı,Nəriman Nərimanov m.,Teze tikili
3,83,5,20,1100,Bakı,8 Noyabr m.,Teze tikili
3,155,16,20,2500,Bakı,Elmlər Akademiyası m.,Teze tikili
3,120,9,15,1400,Bakı,Sahil m.,Teze tikili
3,90,5,20,1100,Bakı,Nəsimi r.,Teze tikili
2,65,13,18,1200,Bakı,Nərimanov r.,Teze tikili
2,80,6,18,1100,Bakı,Şah İsmayıl Xətai m.,Teze tikili
2,80,13,16,1400,Bakı,Nərimanov r.,Teze tikili
3,91,2,5,1000,Bakı,Nəsimi r.,Kohne tikili
3,148,6,27,1700,Bakı,8 Noyabr m.,Teze tikili
2,70,21,25,2200,Bakı,Səbail r.,Teze tikili
3,148,11,27,1800,Bakı,Yasamal r.,Teze tikili
2,70,13,18,1100,Bakı,28 May m.,Teze tikili
3,107,9,27,1150,Bakı,Yasamal r.,Teze tikili
4,205,5,12,2200,Bakı,Nəriman Nərimanov m.,Teze tikili
2,75,15,27,1000,Bakı,8 Noyabr m.,Teze tikili
3,95,6,19,1800,Bakı,Bayıl q.,Teze tikili
3,85,5,20,1200,Bakı,8 Noyabr m.,Teze tikili
3,100,5,6,1700,Bakı,Sahil m.,Kohne tikili
4,200,8,18,1300,Bakı,Nəsimi r.,Teze tikili
4,110,3,9,1000,Bakı,Azadlıq Prospekti m.,Kohne tikili
2,80,14,18,1100,Bakı,28 May m.,Teze tikili
3,93,10,16,1200,Bakı,Həzi Aslanov m.,Teze tikili
3,75,15,16,1200,Bakı,20 Yanvar m.,Teze tikili
2,70,4,16,1200,Bakı,Nəsimi r.,Teze tikili
4,182,12,16,2400,Bakı,Gənclik m.,Teze tikili
4,90,3,9,1000,Bakı,Azadlıq Prospekti m.,Kohne tikili
3,100,5,6,1800,Bakı,Ağ şəhər q.,Kohne tikili
2,70,10,18,1200,Bakı,Yasamal r.,Teze tikili
4,170,18,20,1500,Bakı,Elmlər Akademiyası m.,Teze tikili
2,75,15,17,1300,Bakı,28 May m.,Teze tikili
4,168,3,16,1400,Bakı,Nəriman Nərimanov m.,Teze tikili
3,100,6,14,1500,Bakı,Nizami m.,Teze tikili
2,100,16,27,1400,Bakı,8 Noyabr m.,Teze tikili
3,150,3,10,2000,Bakı,Şah İsmayıl Xətai m.,Kohne tikili
4,150,9,16,1900,Bakı,Şah İsmayıl Xətai m.,Teze tikili
2,88,2,17,1300,Bakı,28 May m.,Teze tikili
3,137,15,22,2200,Bakı,Elmlər Akademiyası m.,Teze tikili
3,170,4,18,1500,Bakı,Elmlər Akademiyası m.,Teze tikili
3,110,3,16,1400,Bakı,28 May m.,Teze tikili
3,180,11,18,1700,Bakı,28 May m.,Teze tikili
2,60,14,18,1200,Bakı,Ağ şəhər q.,Teze tikili
2,68,9,18,1200,Bakı,Elmlər Akademiyası m.,Teze tikili
3,112,9,16,2300,Bakı,28 May m.,Teze tikili
3,120,17,18,2000,Bakı,Nəsimi r.,Teze tikili
4,180,6,16,2000,Bakı,Elmlər Akademiyası m.,Teze tikili
3,150,7,17,1600,Bakı,Şah İsmayıl Xətai m.,Teze tikili
2,90,2,7,1200,Bakı,Ağ şəhər q.,Kohne tikili
2,66,14,21,1100,Bakı,Şah İsmayıl Xətai m.,Teze tikili
2,85,4,10,1400,Bakı,Nizami m.,Kohne tikili
3,135,9,16,2200,Bakı,28 May m.,Teze tikili
3,130,18,19,1300,Bakı,Şah İsmayıl Xətai m.,Teze tikili
2,65,18,22,1200,Bakı,28 May m.,Teze tikili
3,117,11,15,1500,Bakı,28 May m.,Teze tikili
3,120,11,16,1200,Bakı,Nəriman Nərimanov m.,Teze tikili
2,58,3,18,1000,Bakı,Şah İsmayıl Xətai m.,Teze tikili
2,85,13,16,1100,Bakı,Nəriman Nərimanov m.,Teze tikili
3,101,4,6,2000,Bakı,Ağ şəhər q.,Kohne tikili
2,60,14,17,1200,Bakı,Nərimanov r.,Teze tikili
3,110,6,15,1200,Bakı,Nəriman Nərimanov m.,Teze tikili
2,55,1,5,1000,Bakı,İçəri Şəhər m.,Kohne tikili
3,110,6,16,1200,Bakı,Nəriman Nərimanov m.,Teze tikili
2,60,10,14,1050,Bakı,Şah İsmayıl Xətai m.,Teze tikili
3,135,3,18,1800,Bakı,Nizami m.,Teze tikili
2,96,9,15,1000,Bakı,Nəriman Nərimanov m.,Teze tikili
2,85,13,16,1100,Bakı,Nəriman Nərimanov m.,Teze tikili
3,108,21,27,1000,Bakı,Şah İsmayıl Xətai m.,Teze tikili
3,140,14,16,1450,Bakı,Nəriman Nərimanov m.,Teze tikili
2,60,14,18,1200,Bakı,Xətai r.,Teze tikili
2,70,12,16,1500,Bakı,Şah İsmayıl Xətai m.,Teze tikili
3,90,3,5,1500,Bakı,28 May m.,Kohne tikili
3,120,6,16,1200,Bakı,Şah İsmayıl Xətai m.,Teze tikili
3,130,6,16,2200,Bakı,Nəsimi r.,Teze tikili
2,68,5,14,1200,Bakı,İçəri Şəhər m.,Teze tikili
2,60,2,2,1100,Bakı,28 May m.,Kohne tikili
3,94,12,17,1100,Bakı,28 May m.,Teze tikili
2,67,10,16,1350,Bakı,Şah İsmayıl Xətai m.,Teze tikili
2,70,10,27,1200,Bakı,8 Noyabr m.,Teze tikili
3,115,12,18,1350,Bakı,Nəsimi r.,Teze tikili
2,65,9,27,1200,Bakı,8 Noyabr m.,Teze tikili
3,135,2,7,2200,Bakı,Ağ şəhər q.,Kohne tikili
3,150,7,21,2300,Bakı,Ağ şəhər q.,Teze tikili
2,90,2,17,1300,Bakı,28 May m.,Teze tikili
3,100,3,16,1000,Bakı,20 Yanvar m.,Teze tikili
2,70,9,16,1000,Bakı,Nərimanov r.,Teze tikili
3,140,12,18,1500,Bakı,8 Noyabr m.,Teze tikili
3,126,8,16,1500,Bakı,Gənclik m.,Teze tikili
2,68,5,14,1200,Bakı,İçəri Şəhər m.,Teze tikili
3,115,10,16,1300,Bakı,28 May m.,Teze tikili
2,115,2,13,1200,Bakı,Nəsimi r.,Teze tikili
2,130,3,17,1300,Bakı,28 May m.,Teze tikili
2,62,11,17,1300,Bakı,28 May m.,Teze tikili
3,100,5,5,1000,Bakı,Elmlər Akademiyası m.,Kohne tikili
2,91,6,9,1500,Bakı,Ağ şəhər q.,Kohne tikili
3,100,5,6,1800,Bakı,Ağ şəhər q.,Kohne tikili
2,50,9,16,1100,Bakı,Elmlər Akademiyası m.,Teze tikili
3,111,6,6,2500,Bakı,Ağ şəhər q.,Kohne tikili
3,120,13,16,1300,Bakı,28 May m.,Teze tikili
2,57,3,20,1699,Bakı,Elmlər Akademiyası m.,Teze tikili
2,65,4,20,2200,Bakı,Şah İsmayıl Xətai m.,Teze tikili
2,70,12,17,1350,Bakı,Şah İsmayıl Xətai m.,Teze tikili
2,75,9,14,1000,Bakı,Nərimanov r.,Teze tikili
3,80,5,5,1000,Bakı,Elmlər Akademiyası m.,Kohne tikili
2,90,2,17,1300,Bakı,28 May m.,Teze tikili
3,158,11,20,1300,Bakı,Badamdar q.,Teze tikili
2,80,13,18,1000,Bakı,Nərimanov r.,Teze tikili
3,110,13,27,1800,Bakı,8 Noyabr m.,Teze tikili
3,75,15,16,1200,Bakı,Elmlər Akademiyası m.,Teze tikili
2,80,6,13,1000,Bakı,Nərimanov r.,Teze tikili
3,120,9,17,1100,Bakı,28 May m.,Teze tikili
3,120,14,18,1100,Bakı,8 Noyabr m.,Teze tikili
4,190,14,15,2500,Bakı,28 May m.,Teze tikili
2,95,6,18,1800,Bakı,Səbail r.,Teze tikili
3,135,9,17,1500,Bakı,Nizami m.,Teze tikili
3,118,5,18,1100,Bakı,8 Noyabr m.,Teze tikili
3,170,3,21,2000,Bakı,İçəri Şəhər m.,Teze tikili
3,148,15,27,1700,Bakı,8 Noyabr m.,Teze tikili
3,106,15,27,1300,Bakı,8 Noyabr m.,Teze tikili
3,110,20,24,900,Bakı,Şah İsmayıl Xətai m.,Teze tikili
3,160,13,18,1400,Bakı,Nəriman Nərimanov m.,Teze tikili
4,140,4,7,2300,Bakı,Ağ şəhər q.,Kohne tikili
3,106,6,16,1200,Bakı,Nərimanov r.,Teze tikili
2,85,13,16,1100,Bakı,Nəriman Nərimanov m.,Teze tikili
3,160,11,20,1700,Bakı,Nəsimi r.,Teze tikili
3,136,7,8,1200,Bakı,8 Noyabr m.,Kohne tikili
3,102,20,24,1000,Bakı,Şah İsmayıl Xətai m.,Teze tikili
4,190,4,17,2000,Bakı,28 May m.,Teze tikili
4,150,1,4,1099,Bakı,Şah İsmayıl Xətai m.,Kohne tikili
3,150,10,17,2000,Bakı,Elmlər Akademiyası m.,Teze tikili
4,180,5,9,1200,Bakı,Nizami m.,Kohne tikili
2,64,4,17,200,Bakı,Memar Əcəmi m.,Teze tikili
3,170,3,6,2200,Bakı,Ağ şəhər q.,Kohne tikili
2,80,4,15,1200,Bakı,Nərimanov r.,Teze tikili
3,140,10,17,1199,Bakı,8 Noyabr m.,Teze tikili
3,120,3,18,1300,Bakı,Elmlər Akademiyası m.,Teze tikili
2,70,3,4,1700,Bakı,Sahil m.,Kohne tikili
4,140,1,4,1000,Bakı,Şah İsmayıl Xətai m.,Kohne tikili
3,130,14,20,2200,Bakı,Şah İsmayıl Xətai m.,Teze tikili
3,100,5,6,2000,Bakı,Şah İsmayıl Xətai m.,Kohne tikili
3,110,5,22,1300,Bakı,8 Noyabr m.,Teze tikili
3,160,11,20,2500,Bakı,Ağ şəhər q.,Teze tikili
2,85,13,17,1100,Bakı,Şah İsmayıl Xətai m.,Teze tikili
2,85,7,17,1200,Bakı,28 May m.,Teze tikili
2,65,15,27,1000,Bakı,8 Noyabr m.,Teze tikili
4,100,2,2,1100,Bakı,Sahil m.,Kohne tikili
3,75,7,17,1590,Bakı,Bakmil m.,Teze tikili
3,190,19,22,1900,Bakı,Şah İsmayıl Xətai m.,Teze tikili
3,110,4,19,1100,Bakı,8 Noyabr m.,Teze tikili
3,160,7,8,1400,Bakı,Nizami m.,Kohne tikili
2,72,14,20,1350,Bakı,Şah İsmayıl Xətai m.,Teze tikili
2,80,11,17,1000,Bakı,Elmlər Akademiyası m.,Teze tikili
3,140,4,7,1800,Bakı,Ağ şəhər q.,Kohne tikili
2,85,13,16,1100,Bakı,Nəriman Nərimanov m.,Teze tikili
3,103,5,22,1500,Bakı,8 Noyabr m.,Teze tikili
3,90,10,16,1100,Bakı,28 May m.,Teze tikili
2,140,13,18,1500,Bakı,Şah İsmayıl Xətai m.,Teze tikili
4,217,10,12,2500,Bakı,Gənclik m.,Teze tikili
3,160,2,18,2000,Bakı,Nəsimi r.,Teze tikili
2,62,5,7,2100,Bakı,Ağ şəhər q.,Kohne tikili
3,130,7,8,1200,Bakı,8 Noyabr m.,Kohne tikili
3,120,5,7,2100,Bakı,Ağ şəhər q.,Kohne tikili
2,95,4,7,1700,Bakı,Ağ şəhər q.,Kohne tikili
2,80,14,17,1800,Bakı,Şah İsmayıl Xətai m.,Teze tikili
2,100,4,18,1200,Bakı,Nərimanov r.,Teze tikili
3,160,7,16,1200,Bakı,28 May m.,Teze tikili
2,80,5,13,1000,Bakı,Nizami m.,Teze tikili
2,77,12,18,1000,Bakı,Gənclik m.,Teze tikili
3,110,2,4,2500,Bakı,28 May m.,Kohne tikili
3,130,14,18,1100,Bakı,Elmlər Akademiyası m.,Teze tikili
3,180,15,17,1550,Bakı,Nizami m.,Teze tikili
2,70,13,20,1500,Bakı,Şah İsmayıl Xətai m.,Teze tikili
2,95,10,23,1000,Bakı,Şah İsmayıl Xətai m.,Teze tikili
3,123,6,12,1000,Bakı,20 Yanvar m.,Teze tikili
3,140,4,14,1000,Bakı,8-ci mikrorayon q.,Teze tikili
3,132,4,13,1040,Bakı,Azadlıq Prospekti m.,Teze tikili
4,150,15,16,1400,Bakı,Nizami m.,Teze tikili
2,60,1,1,1200,Bakı,28 May m.,Kohne tikili
3,115,6,14,1499,Bakı,Nizami m.,Teze tikili
3,160,7,18,1499,Bakı,28 May m.,Teze tikili
3,155,3,10,1060,Bakı,Nizami m.,Kohne tikili
3,120,10,17,1600,Bakı,Nəsimi r.,Teze tikili
3,114,14,16,1200,Bakı,Nizami m.,Teze tikili
3,130,12,15,1500,Bakı,Nərimanov r.,Teze tikili
4,160,11,18,1300,Bakı,Şah İsmayıl Xətai m.,Teze tikili
3,150,9,16,1200,Bakı,28 May m.,Teze tikili
2,110,11,20,1100,Bakı,Nəriman Nərimanov m.,Teze tikili
2,68,16,22,1200,Bakı,28 May m.,Teze tikili
3,130,6,6,1800,Bakı,Ağ şəhər q.,Kohne tikili
3,125,4,4,1500,Bakı,Ağ şəhər q.,Kohne tikili
2,80,10,20,2000,Bakı,Ağ şəhər q.,Teze tikili
3,126,8,16,1300,Bakı,Elmlər Akademiyası m.,Teze tikili
4,185,3,14,1100,Bakı,Nəriman Nərimanov m.,Teze tikili
3,105,6,8,1700,Bakı,Ağ şəhər q.,Kohne tikili
3,150,4,16,1300,Bakı,Qara Qarayev m.,Teze tikili
3,100,19,19,1100,Bakı,Həzi Aslanov q.,Teze tikili
2,65,6,16,1000,Bakı,Nərimanov r.,Teze tikili
2,65,8,16,1000,Bakı,Nizami m.,Teze tikili
3,150,13,17,2200,Bakı,Ağ şəhər q.,Teze tikili
3,140,5,8,1900,Bakı,Ağ şəhər q.,Kohne tikili
3,150,10,14,1500,Bakı,Şah İsmayıl Xətai m.,Teze tikili
3,150,8,16,1500,Bakı,28 May m.,Teze tikili
3,145,9,14,1500,Bakı,Nəriman Nərimanov m.,Teze tikili
3,150,13,18,1500,Bakı,Elmlər Akademiyası m.,Teze tikili
3,145,12,27,1500,Bakı,8 Noyabr m.,Teze tikili
3,145,10,14,1400,Bakı,Nəsimi r.,Teze tikili
2,80,6,8,1500,Bakı,Ağ şəhər q.,Kohne tikili
2,85,11,17,1200,Bakı,Şah İsmayıl Xətai m.,Teze tikili
2,75,7,13,1100,Bakı,Nəriman Nərimanov m.,Teze tikili
2,85,9,15,1200,Bakı,28 May m.,Teze tikili
2,80,6,13,1200,Bakı,Nizami m.,Teze tikili
2,80,8,15,1100,Bakı,Nəsimi r.,Teze tikili
3,160,6,10,1200,Bakı,Nəsimi r.,Kohne tikili
3,100,10,17,1200,Bakı,Nərimanov r.,Teze tikili
2,70,5,6,1500,Bakı,Şah İsmayıl Xətai m.,Kohne tikili
3,95,12,15,1000,Bakı,Nəriman Nərimanov m.,Teze tikili
2,100,6,9,1500,Bakı,Ağ şəhər q.,Kohne tikili
3,110,4,7,1900,Bakı,Xətai r.,Kohne tikili
3,150,2,16,1000,Bakı,Nəsimi r.,Teze tikili
2,90,5,12,2000,Bakı,İçəri Şəhər m.,Teze tikili
3,110,14,16,1400,Bakı,Nəsimi r.,Teze tikili
2,65,9,20,2200,Bakı,Ağ şəhər q.,Teze tikili
3,120,4,14,1100,Bakı,Gənclik m.,Teze tikili
2,75,10,16,1000,Bakı,28 May m.,Teze tikili
4,210,15,19,1800,Bakı,Nizami m.,Teze tikili
3,170,16,19,1500,Bakı,Nizami m.,Teze tikili
3,75,15,16,1200,Bakı,20 Yanvar m.,Teze tikili
2,67,14,19,1200,Bakı,Nəsimi r.,Teze tikili
2,45,11,17,1199,Bakı,Nəriman Nərimanov m.,Teze tikili
4,225,7,14,1500,Bakı,28 May m.,Teze tikili
2,70,13,19,1499,Bakı,Şah İsmayıl Xətai m.,Teze tikili
3,105,15,18,1200,Bakı,Nərimanov r.,Teze tikili
3,110,7,20,1400,Bakı,Nizami m.,Teze tikili
2,70,15,27,1000,Bakı,8 Noyabr m.,Teze tikili
3,140,17,19,1100,Bakı,Gənclik m.,Teze tikili
2,83,15,16,1000,Bakı,28 May m.,Teze tikili
3,155,10,16,2000,Bakı,Elmlər Akademiyası m.,Teze tikili
3,120,5,18,2000,Bakı,Elmlər Akademiyası m.,Teze tikili
3,119,3,7,1500,Bakı,Ağ şəhər q.,Kohne tikili
2,95,2,7,1800,Bakı,Ağ şəhər q.,Kohne tikili
2,90,3,17,1300,Bakı,28 May m.,Teze tikili
3,230,19,20,1800,Bakı,Nəsimi r.,Teze tikili
3,170,11,12,1300,Bakı,Nizami m.,Teze tikili
3,77,18,23,1599,Bakı,28 May m.,Teze tikili
2,70,3,17,1200,Bakı,Nərimanov r.,Teze tikili
3,150,13,18,1500,Bakı,28 May m.,Teze tikili
4,90,4,7,1700,Bakı,Xətai r.,Kohne tikili
3,80,3,15,1250,Bakı,Nərimanov r.,Teze tikili
3,131,14,16,1300,Bakı,Nərimanov r.,Teze tikili
2,75,4,4,1550,Bakı,İçəri Şəhər m.,Kohne tikili
3,75,16,17,1600,Bakı,28 May m.,Teze tikili
4,168,3,16,1400,Bakı,Nəriman Nərimanov m.,Teze tikili
4,192,8,16,1200,Bakı,Elmlər Akademiyası m.,Teze tikili
2,90,12,22,1300,Bakı,28 May m.,Teze tikili
2,90,2,27,1000,Bakı,8 Noyabr m.,Teze tikili
2,70,9,20,1050,Bakı,Nəsimi r.,Teze tikili
2,65,20,27,1000,Bakı,8 Noyabr m.,Teze tikili
2,70,10,16,1199,Bakı,Nəriman Nərimanov m.,Teze tikili
3,100,12,18,1000,Bakı,20 Yanvar m.,Teze tikili
3,140,13,19,1800,Bakı,28 May m.,Teze tikili
3,100,11,18,1000,Bakı,20 Yanvar m.,Teze tikili
2,90,2,16,1300,Bakı,28 May m.,Teze tikili
2,70,5,7,1500,Bakı,Ağ şəhər q.,Kohne tikili
2,100,13,15,1250,Bakı,28 May m.,Teze tikili
3,90,16,17,1500,Bakı,28 May m.,Teze tikili
2,80,17,18,1300,Bakı,Şah İsmayıl Xətai m.,Teze tikili
2,105,24,24,1150,Bakı,Şah İsmayıl Xətai m.,Teze tikili
2,60,8,16,1200,Bakı,Nəriman Nərimanov m.,Teze tikili
3,120,5,6,2000,Bakı,Elmlər Akademiyası m.,Kohne tikili
2,75,5,7,1500,Bakı,Nardaran q.,Kohne tikili
2,70,2,7,1200,Bakı,Nardaran q.,Kohne tikili
3,115,18,19,1300,Bakı,Gənclik m.,Teze tikili
3,115,13,16,1500,Bakı,Elmlər Akademiyası m.,Teze tikili
3,130,4,7,2000,Bakı,Ağ şəhər q.,Kohne tikili
2,110,26,27,1550,Bakı,8 Noyabr m.,Teze tikili
3,110,5,16,1500,Bakı,Nizami m.,Teze tikili
3,130,3,7,2500,Bakı,Ağ şəhər q.,Kohne tikili
4,170,3,16,1230,Bakı,Nəriman Nərimanov m.,Teze tikili
3,110,2,5,1100,Bakı,İçəri Şəhər m.,Kohne tikili
3,165,7,20,1600,Bakı,Nizami m.,Teze tikili
2,105,27,27,1550,Bakı,8 Noyabr m.,Teze tikili
2,70,5,20,1400,Bakı,Şah İsmayıl Xətai m.,Teze tikili
3,150,15,16,1400,Bakı,Nizami m.,Teze tikili
3,136,8,20,1100,Bakı,İnşaatçılar m.,Teze tikili
2,65,13,20,1050,Bakı,Şah İsmayıl Xətai m.,Teze tikili
3,86,10,16,1100,Bakı,28 May m.,Teze tikili
2,55,5,16,1050,Bakı,Nərimanov r.,Teze tikili
3,80,4,15,1200,Bakı,Nərimanov r.,Teze tikili
2,80,8,19,1050,Bakı,28 May m.,Teze tikili
2,90,6,8,1500,Bakı,Ağ şəhər q.,Kohne tikili
2,105,27,27,1500,Bakı,8 Noyabr m.,Teze tikili
3,75,16,17,1600,Bakı,28 May m.,Teze tikili
4,210,13,16,2200,Bakı,Sahil m.,Teze tikili
2,80,7,16,1000,Bakı,28 May m.,Teze tikili
2,100,3,24,1200,Bakı,Şah İsmayıl Xətai m.,Teze tikili
4,170,16,17,1400,Bakı,Nizami m.,Teze tikili
3,78,6,17,1399,Bakı,28 May m.,Teze tikili
2,80,8,11,1650,Bakı,Nizami m.,Kohne tikili
3,115,14,16,1200,Bakı,Nizami m.,Teze tikili
4,168,3,16,1400,Bakı,Nəriman Nərimanov m.,Teze tikili
3,120,14,18,1100,Bakı,Nizami m.,Teze tikili
3,110,13,17,1170,Bakı,Nizami m.,Teze tikili
2,90,2,6,1200,Bakı,Şah İsmayıl Xətai m.,Kohne tikili
3,132,9,16,2200,Bakı,28 May m.,Teze tikili
2,70,9,18,1200,Bakı,Elmlər Akademiyası m.,Teze tikili
3,75,15,16,1200,Bakı,20 Yanvar m.,Teze tikili
3,105,5,10,1000,Bakı,Sahil m.,Kohne tikili
3,145,9,27,1700,Bakı,Yasamal r.,Teze tikili
4,115,10,16,1200,Bakı,Gənclik m.,Teze tikili
3,160,10,24,1350,Bakı,Şah İsmayıl Xətai m.,Teze tikili
3,135,13,17,1600,Bakı,28 May m.,Teze tikili
2,95,5,18,1000,Bakı,28 May m.,Teze tikili
3,105,14,18,1000,Bakı,Nərimanov r.,Teze tikili
2,70,7,17,1200,Bakı,Elmlər Akademiyası m.,Teze tikili
3,110,13,16,1150,Bakı,Şah İsmayıl Xətai m.,Teze tikili
3,123,5,13,1050,Bakı,Elmlər Akademiyası m.,Teze tikili
3,151,8,18,1300,Bakı,Şah İsmayıl Xətai m.,Teze tikili
3,73,15,17,1200,Bakı,20 Yanvar m.,Teze tikili
3,200,10,22,2000,Bakı,Şah İsmayıl Xətai m.,Teze tikili
3,142,10,28,1500,Bakı,8 Noyabr m.,Teze tikili
2,100,4,6,2000,Bakı,Şah İsmayıl Xətai m.,Kohne tikili
2,48,3,5,500,Bakı,Memar Əcəmi m.,Kohne tikili
4,152,4,5,1500,Bakı,Yasamal r.,Kohne tikili
3,95,2,5,1000,Bakı,Nəsimi r.,Kohne tikili
2,70,5,14,1499,Bakı,Nizami m.,Teze tikili
2,60,7,19,1200,Bakı,Nizami m.,Teze tikili
2,65,13,16,1500,Bakı,28 May m.,Teze tikili
3,115,3,17,1100,Bakı,Gənclik m.,Teze tikili
3,140,3,5,1000,Bakı,Elmlər Akademiyası m.,Kohne tikili
3,100,6,14,1500,Bakı,Nizami m.,Teze tikili
3,114,14,16,1200,Bakı,Nizami m.,Teze tikili
3,80,3,15,1250,Bakı,Nərimanov r.,Teze tikili
3,120,3,17,1100,Bakı,Gənclik m.,Teze tikili
4,170,4,16,1400,Bakı,Nəriman Nərimanov m.,Teze tikili
3,110,14,18,1000,Bakı,Gənclik m.,Teze tikili
2,110,12,27,1500,Bakı,8 Noyabr m.,Teze tikili
3,70,16,17,1600,Bakı,28 May m.,Teze tikili
2,52,2,13,1500,Bakı,İnşaatçılar m.,Teze tikili
2,85,10,17,1400,Bakı,28 May m.,Teze tikili
2,110,12,27,1500,Bakı,8 Noyabr m.,Teze tikili
